"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"56",445022,"","ENSDARG00000021899","b4galt7","xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) [Source:ZFIN;Acc:ZDB-GENE-040727-3]"
"57",NA,"","ENSDARG00000103202","CR383668.1",""
"58",NA,"","ENSDARG00000077368","slc30a6","solute carrier family 30 (zinc transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1838]"
"59",406675,"","ENSDARG00000008380","brd7","bromodomain containing 7 [Source:ZFIN;Acc:ZDB-GENE-040426-2687]"
"60",569174,"","ENSDARG00000044956","zgc:114123","zgc:114123 [Source:ZFIN;Acc:ZDB-GENE-050913-53]"
"61",571834,"","ENSDARG00000079632","si:dkey-28b4.7","si:dkey-28b4.7 [Source:ZFIN;Acc:ZDB-GENE-050506-118]"
"62",101883797,"","ENSDARG00000092802","BX957328.1",""
"63",797545,"","ENSDARG00000022045","map1ab","microtubule-associated protein 1Ab [Source:ZFIN;Acc:ZDB-GENE-100426-3]"
"64",557972,"","ENSDARG00000058231","nt5c2b","5'-nucleotidase, cytosolic IIb [Source:ZFIN;Acc:ZDB-GENE-061013-522]"
"65",360143,"","ENSDARG00000004953","mxb","myxovirus (influenza) resistance B [Source:ZFIN;Acc:ZDB-GENE-030721-6]"
"66",796997,"","ENSDARG00000074552","ndufs7","NADH dehydrogenase (ubiquinone) Fe-S protein 7, (NADH-coenzyme Q reductase) [Source:ZFIN;Acc:ZDB-GENE-041111-261]"
"67",NA,"","ENSDARG00000038009","CT573429.1",""
"68",474335,"O57460","ENSDARG00000037429","tll1","tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]"
"69",474335,"B3DJN6","ENSDARG00000037429","tll1","tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]"
"70",569604,"","ENSDARG00000044875","crygm2e","crystallin, gamma M2e [Source:ZFIN;Acc:ZDB-GENE-081105-116]"
"71",503739,"Q5CZP2","ENSDARG00000013251","hsf4","heat shock transcription factor 4 [Source:ZFIN;Acc:ZDB-GENE-050306-18]"
"72",558790,"","ENSDARG00000009885","sult3st1","sulfotransferase family 3, cytosolic sulfotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-061207-52]"
"73",30530,"Q7SYN5","ENSDARG00000078954","rxrba","retinoid x receptor, beta a [Source:ZFIN;Acc:ZDB-GENE-980526-436]"
"74",30530,"Q1LV96","ENSDARG00000078954","rxrba","retinoid x receptor, beta a [Source:ZFIN;Acc:ZDB-GENE-980526-436]"
"75",393587,"","ENSDARG00000027602","lrfn1","leucine rich repeat and fibronectin type III domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1227]"
"76",100331987,"","ENSDARG00000100594","sez6l","seizure related 6 homolog (mouse)-like [Source:ZFIN;Acc:ZDB-GENE-091204-162]"
"77",NA,"","ENSDARG00000096666","si:ch211-1f22.2","si:ch211-1f22.2 [Source:ZFIN;Acc:ZDB-GENE-121214-149]"
"78",321681,"","ENSDARG00000041203","drap1","DR1-associated protein 1 (negative cofactor 2 alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-400]"
"79",797003,"","ENSDARG00000103484","si:ch211-215k15.5","si:ch211-215k15.5 [Source:ZFIN;Acc:ZDB-GENE-041111-115]"
"80",566115,"","ENSDARG00000076213","DOCK4 (1 of many)","si:dkey-81e3.1 [Source:ZFIN;Acc:ZDB-GENE-120703-34]"
"81",NA,"","ENSDARG00000056498","crp","c-reactive protein, pentraxin-related [Source:ZFIN;Acc:ZDB-GENE-060901-6]"
"82",58152,"Q9DF53","ENSDARG00000005775","scn8aa","sodium channel, voltage gated, type VIII, alpha subunit a [Source:ZFIN;Acc:ZDB-GENE-000828-1]"
"83",393194,"","ENSDARG00000102705","otud6b","OTU domain containing 6B [Source:ZFIN;Acc:ZDB-GENE-040426-974]"
"84",436712,"","ENSDARG00000015015","tspan18b","tetraspanin 18b [Source:ZFIN;Acc:ZDB-GENE-040718-137]"
"85",436681,"Q6DH12","ENSDARG00000057460","crygm2d13","crystallin, gamma M2d13 [Source:ZFIN;Acc:ZDB-GENE-040718-105]"
"86",564460,"","ENSDARG00000007601","zmynd8","zinc finger, MYND-type containing 8 [Source:ZFIN;Acc:ZDB-GENE-041119-1]"
"87",100004628,"","ENSDARG00000101083","olfcg2","olfactory receptor C family, g2 [Source:ZFIN;Acc:ZDB-GENE-060503-253]"
"88",571786,"","ENSDARG00000098237","fbn2b","fibrillin 2b [Source:ZFIN;Acc:ZDB-GENE-090112-3]"
"89",561618,"","ENSDARG00000044808","slc4a4b","solute carrier family 4 (sodium bicarbonate cotransporter), member 4b [Source:ZFIN;Acc:ZDB-GENE-091030-1]"
"90",450056,"","ENSDARG00000036994","tbc1d16","TBC1 domain family, member 16 [Source:ZFIN;Acc:ZDB-GENE-041010-179]"
"91",558834,"","ENSDARG00000073707","cnksr2b","connector enhancer of kinase suppressor of Ras 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8048]"
"92",NA,"","ENSDARG00000098937","si:ch73-315f9.2","si:ch73-315f9.2 [Source:ZFIN;Acc:ZDB-GENE-131121-517]"
"93",NA,"","ENSDARG00000097332","CU571161.1",""
"94",327593,"Q7ZUK5","ENSDARG00000041429","ints14","integrator complex subunit 14 [Source:ZFIN;Acc:ZDB-GENE-030131-5804]"
"95",102659286,"S5TZ97","ENSDARG00000063347","si:ch211-173d10.1","si:ch211-173d10.1 [Source:ZFIN;Acc:ZDB-GENE-121214-115]"
"96",394190,"","ENSDARG00000021220","hmgcl","3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:ZFIN;Acc:ZDB-GENE-040426-958]"
"97",569257,"","ENSDARG00000059855","wdr66","WD repeat domain 66 [Source:ZFIN;Acc:ZDB-GENE-060526-328]"
"98",100004870,"Q5RGD7","ENSDARG00000055610","exoc2","exocyst complex component 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1160]"
"99",100004536,"B3DIQ6","ENSDARG00000040180","slc35a1","solute carrier family 35 (CMP-sialic acid transporter), member A1 [Source:ZFIN;Acc:ZDB-GENE-080716-17]"
"100",NA,"","ENSDARG00000096619","si:ch211-1f22.10","si:ch211-1f22.10 [Source:ZFIN;Acc:ZDB-GENE-121214-82]"
"101",NA,"","ENSDARG00000097973","si:ch1073-190k2.1","si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]"
"102",NA,"","ENSDARG00000095730","si:ch211-234p6.9","si:ch211-234p6.9 [Source:ZFIN;Acc:ZDB-GENE-060503-33]"
"103",692273,"B0F6R3","ENSDARG00000057013","cadm3","cell adhesion molecule 3 [Source:ZFIN;Acc:ZDB-GENE-060512-196]"
"104",692273,"B0CLV6","ENSDARG00000057013","cadm3","cell adhesion molecule 3 [Source:ZFIN;Acc:ZDB-GENE-060512-196]"
"105",NA,"","ENSDARG00000103130","BX571960.1",""
"106",NA,"Q5PR47","ENSDARG00000053344","adgrd1","adhesion G protein-coupled receptor D1 [Source:ZFIN;Acc:ZDB-GENE-041212-24]"
"107",436671,"","ENSDARG00000093448","mpc1","mitochondrial pyruvate carrier 1 [Source:ZFIN;Acc:ZDB-GENE-040718-94]"
"108",NA,"","ENSDARG00000092444","BX088710.1",""
"109",793799,"","ENSDARG00000045299","vmo1b","vitelline membrane outer layer 1 homolog b [Source:ZFIN;Acc:ZDB-GENE-120215-131]"
"110",562268,"","ENSDARG00000018066","ptchd1","patched domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-061220-1]"
"111",101882887,"","ENSDARG00000088316","LRRC69","si:ch73-302o18.2 [Source:ZFIN;Acc:ZDB-GENE-120215-213]"
"112",NA,"","ENSDARG00000099770","CU104782.1",""
"113",406726,"Q7ZTT8","ENSDARG00000099499","ndufa4l","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4, like [Source:ZFIN;Acc:ZDB-GENE-040426-2756]"
"114",NA,"","ENSDARG00000090624","ADGRL3","adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]"
"115",449829,"","ENSDARG00000028088","galk1","galactokinase 1 [Source:ZFIN;Acc:ZDB-GENE-041010-79]"
"116",335511,"Q7T338","ENSDARG00000009657","fgfr1op2","FGFR1 oncogene partner 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7451]"
"117",404630,"Q6ZM22","ENSDARG00000030335","zc3h10","zinc finger CCCH-type containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2359]"
"118",NA,"","ENSDARG00000096465","FP103106.1",""
"119",393420,"","ENSDARG00000019406","zgc:63470","zgc:63470 [Source:ZFIN;Acc:ZDB-GENE-040426-1126]"
"120",NA,"","ENSDARG00000096472","AL845295.2",""
"121",NA,"","ENSDARG00000096156","BX784029.3",""
"122",406707,"Q6PBJ3","ENSDARG00000031283","vamp1","vesicle-associated membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2725]"
"123",NA,"","ENSDARG00000077996","cdh24b","cadherin 24, type 2b [Source:ZFIN;Acc:ZDB-GENE-081104-50]"
"124",494071,"","ENSDARG00000040465","irf2","interferon regulatory factor 2 [Source:ZFIN;Acc:ZDB-GENE-041212-38]"
"125",568897,"Q5PNP6","ENSDARG00000043912","mei4","meiosis-specific, MEI4 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040724-211]"
"126",NA,"","ENSDARG00000069827","CR391987.1",""
"127",140621,"","ENSDARG00000017905","casp3a","caspase 3, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-011210-1]"
"128",NA,"","ENSDARG00000076160","si:dkey-285e18.2","si:dkey-285e18.2 [Source:ZFIN;Acc:ZDB-GENE-120703-43]"
"129",100536977,"","ENSDARG00000089645","si:ch1073-406l10.2","si:ch1073-406l10.2 [Source:ZFIN;Acc:ZDB-GENE-141212-315]"
"130",797437,"A3KPH6","ENSDARG00000071457","crp6","C-reactive protein 6 [Source:ZFIN;Acc:ZDB-GENE-060503-881]"
"131",558933,"","ENSDARG00000088571","soga3a","SOGA family member 3a [Source:ZFIN;Acc:ZDB-GENE-100921-84]"
"132",562999,"","ENSDARG00000061194","hectd2","HECT domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-100405-3]"
"133",567144,"","ENSDARG00000042807","slc16a4","solute carrier family 16, member 4 [Source:ZFIN;Acc:ZDB-GENE-070112-602]"
"134",555414,"","ENSDARG00000061864","hdlbpb","high density lipoprotein binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6822]"
"135",NA,"","ENSDARG00000094524","si:ch211-1f22.11","si:ch211-1f22.11 [Source:ZFIN;Acc:ZDB-GENE-121214-66]"
"136",NA,"","ENSDARG00000076499","usp53b","ubiquitin specific peptidase 53b [Source:ZFIN;Acc:ZDB-GENE-090312-168]"
"137",561414,"","ENSDARG00000023053","fam129ab","family with sequence similarity 129, member Ab [Source:ZFIN;Acc:ZDB-GENE-070912-688]"
"138",100538003,"","ENSDARG00000095946","si:ch73-341k19.1","si:ch73-341k19.1 [Source:ZFIN;Acc:ZDB-GENE-110411-201]"
"139",100334410,"","ENSDARG00000105068","si:ch1073-443f11.2","si:ch1073-443f11.2 [Source:ZFIN;Acc:ZDB-GENE-120215-185]"
"140",322468,"","ENSDARG00000068515","chs1","chitin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1188]"
"141",NA,"","ENSDARG00000102297","CU929307.1",""
"142",555950,"Q1LXK5","ENSDARG00000056065","mov10b.2","Moloney leukemia virus 10b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060526-371]"
"143",793246,"","ENSDARG00000090889","si:ch211-132p1.3","si:ch211-132p1.3 [Source:ZFIN;Acc:ZDB-GENE-130530-1010]"
"144",30245,"Q9PUT7","ENSDARG00000031420","wt1a","wilms tumor 1a [Source:ZFIN;Acc:ZDB-GENE-980526-558]"
"145",393618,"Q6PFQ3","ENSDARG00000071037","pex13","peroxisomal biogenesis factor 13 [Source:ZFIN;Acc:ZDB-GENE-040426-1544]"
"146",NA,"","ENSDARG00000095879","wdr46","WD repeat domain 46 [Source:ZFIN;Acc:ZDB-GENE-040426-1264]"
"147",100333008,"","ENSDARG00000070127","nfxl1","nuclear transcription factor, X-box binding-like 1 [Source:ZFIN;Acc:ZDB-GENE-110411-178]"
"148",555637,"","ENSDARG00000074056","kctd1","potassium channel tetramerization domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040724-194]"
"149",100332515,"","ENSDARG00000063311","soga3a","SOGA family member 3a [Source:ZFIN;Acc:ZDB-GENE-100921-84]"
"150",259183,"Q803W9","ENSDARG00000033466","tagln2","transgelin 2 [Source:ZFIN;Acc:ZDB-GENE-020802-2]"
"151",560126,"","ENSDARG00000030156","naglu","N-acetylglucosaminidase, alpha [Source:ZFIN;Acc:ZDB-GENE-100726-2]"
"152",558186,"","ENSDARG00000038359","enosf1","enolase superfamily member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-780]"
"153",563396,"A1L223","ENSDARG00000061187","cbx5","chromobox homolog 5 (HP1 alpha homolog, Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5553]"
"154",797211,"","ENSDARG00000039501","ugt2a6","UDP glucuronosyltransferase 2 family, polypeptide A6 [Source:ZFIN;Acc:ZDB-GENE-081104-3]"
"155",561737,"","ENSDARG00000075456","pik3ca","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha [Source:ZFIN;Acc:ZDB-GENE-130409-1]"
"156",394040,"Q6DRK9","ENSDARG00000035427","surf6","surfeit 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1333]"
"157",100332515,"","ENSDARG00000097245","soga3a","SOGA family member 3a [Source:ZFIN;Acc:ZDB-GENE-100921-84]"
"158",NA,"","ENSDARG00000117163","znf1114","zinc finger protein 1114 [Source:ZFIN;Acc:ZDB-GENE-110914-54]"
"159",30489,"Q6DHC4","ENSDARG00000005616","bfb","complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34]"
"160",563742,"Q05AJ1","ENSDARG00000062146","larp4b","La ribonucleoprotein domain family, member 4B [Source:ZFIN;Acc:ZDB-GENE-061027-39]"
"161",559644,"","ENSDARG00000087835","si:ch211-113p18.3","si:ch211-113p18.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4983]"
"162",NA,"A1L1M8","ENSDARG00000056680","stc2a","stanniocalcin 2a [Source:ZFIN;Acc:ZDB-GENE-041008-14]"
"163",445107,"","ENSDARG00000012341","capn9","calpain 9 [Source:ZFIN;Acc:ZDB-GENE-010724-2]"
"164",405893,"Q6NXB2","ENSDARG00000053194","pdzd11","PDZ domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-040426-2544]"
"165",405893,"A8WG12","ENSDARG00000053194","pdzd11","PDZ domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-040426-2544]"
"166",NA,"","ENSDARG00000103883","si:ch1073-181h11.2","si:ch1073-181h11.2 [Source:ZFIN;Acc:ZDB-GENE-081031-58]"
"167",NA,"","ENSDARG00000095704","si:dkey-4c15.13","si:dkey-4c15.13 [Source:ZFIN;Acc:ZDB-GENE-030131-2023]"
"168",436973,"Q6DH69","ENSDARG00000008457","faah2a","fatty acid amide hydrolase 2a [Source:ZFIN;Acc:ZDB-GENE-040718-453]"
"169",793178,"","ENSDARG00000097406","si:dkey-81e3.2","si:dkey-81e3.2 [Source:ZFIN;Acc:ZDB-GENE-131119-24]"
"170",100004351,"","ENSDARG00000036215","lcp2b","lymphocyte cytosolic protein 2b [Source:ZFIN;Acc:ZDB-GENE-081107-21]"
"171",569518,"","ENSDARG00000002508","ankrd33ab","ankyrin repeat domain 33Ab [Source:ZFIN;Acc:ZDB-GENE-100729-1]"
"172",NA,"","ENSDARG00000102585","fam160a1b","family with sequence similarity 160, member A1b [Source:ZFIN;Acc:ZDB-GENE-110411-10]"
"173",NA,"","ENSDARG00000096187","si:dkey-21h14.10","si:dkey-21h14.10 [Source:ZFIN;Acc:ZDB-GENE-110913-2]"
"174",NA,"","ENSDARG00000105171","AL935303.1",""
"175",393402,"","ENSDARG00000025346","znf277","zinc finger protein 277 [Source:ZFIN;Acc:ZDB-GENE-040426-1633]"
"176",447841,"Q66HW4","ENSDARG00000059354","glmp","glycosylated lysosomal membrane protein [Source:ZFIN;Acc:ZDB-GENE-040912-142]"
"177",567638,"","ENSDARG00000070959","si:ch211-288g17.3","si:ch211-288g17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-461]"
"178",NA,"Q6DRF8","ENSDARG00000086425","prpf3","PRP3 pre-mRNA processing factor 3 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040823-3]"
"179",100333504,"","ENSDARG00000090194","lamtor5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:ZFIN;Acc:ZDB-GENE-110411-193]"
"180",NA,"","ENSDARG00000094410","AL929017.2",""
"181",559569,"","ENSDARG00000062562","egln2","egl-9 family hypoxia-inducible factor 2 [Source:ZFIN;Acc:ZDB-GENE-060503-757]"
"182",558606,"","ENSDARG00000075556","luzp1","leucine zipper protein 1 [Source:ZFIN;Acc:ZDB-GENE-060810-90]"
"183",567278,"Q0H0R9","ENSDARG00000033227","lect2l","leukocyte cell-derived chemotaxin 2 like [Source:ZFIN;Acc:ZDB-GENE-070127-4]"
"184",560003,"","ENSDARG00000076014","ERC1","si:dkey-222l13.1 [Source:ZFIN;Acc:ZDB-GENE-110411-39]"
"185",NA,"Q6YI49","ENSDARG00000026871","uchl1","ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Source:ZFIN;Acc:ZDB-GENE-030131-3844]"
"186",NA,"","ENSDARG00000099304","si:ch211-51f19.1","si:ch211-51f19.1 [Source:ZFIN;Acc:ZDB-GENE-141216-485]"
"187",570991,"","ENSDARG00000088885","si:ch1073-340i21.3","si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]"
"188",791592,"","ENSDARG00000023645","kyat1","kynurenine aminotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2676]"
"189",NA,"","ENSDARG00000094425","si:ch211-222m18.4","si:ch211-222m18.4 [Source:ZFIN;Acc:ZDB-GENE-050419-64]"
"190",100006143,"","ENSDARG00000094886","si:dkey-266f7.5","si:dkey-266f7.5 [Source:ZFIN;Acc:ZDB-GENE-070705-437]"
"191",100006037,"A8E5L7","ENSDARG00000101009","cited4b","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4b [Source:ZFIN;Acc:ZDB-GENE-030425-5]"
"192",796574,"","ENSDARG00000086327","srrm4","serine/arginine repetitive matrix 4 [Source:ZFIN;Acc:ZDB-GENE-050208-34]"
"193",NA,"","ENSDARG00000103738","FP085399.2",""
"194",393441,"Q7SY06","ENSDARG00000016038","hacd3","3-hydroxyacyl-CoA dehydratase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1200]"
"195",393441,"B3DGL9","ENSDARG00000016038","hacd3","3-hydroxyacyl-CoA dehydratase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1200]"
"196",NA,"","ENSDARG00000098876","si:dkey-199m13.5","si:dkey-199m13.5 [Source:ZFIN;Acc:ZDB-GENE-110913-174]"
"197",494042,"","ENSDARG00000061120","slc43a2b","solute carrier family 43 (amino acid system L transporter), member 2b [Source:ZFIN;Acc:ZDB-GENE-041212-6]"
"198",246222,"","ENSDARG00000002582","tbx15","T-box 15 [Source:ZFIN;Acc:ZDB-GENE-020529-1]"
"199",NA,"","ENSDARG00000031930","erc1b","ELKS/RAB6-interacting/CAST family member 1b [Source:ZFIN;Acc:ZDB-GENE-041210-51]"
"200",NA,"","ENSDARG00000105500","BX000524.3",""
"201",NA,"","ENSDARG00000103941","FP085399.3",""
"202",560376,"","ENSDARG00000060008","hhipl2","HHIP-like 2 [Source:ZFIN;Acc:ZDB-GENE-131120-145]"
"203",406247,"Q8JFP9","ENSDARG00000044924","gdf11","growth differentiation factor 11 [Source:ZFIN;Acc:ZDB-GENE-040427-2]"
"204",30607,"Q9PVE4","ENSDARG00000021163","thrb","thyroid hormone receptor beta [Source:ZFIN;Acc:ZDB-GENE-990415-268]"
