"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"71",367201,"","ENSRNOG00000031833","RGD1562392","similar to Sulfotransferase K1 (rSULT1C2) [Source:RGD Symbol;Acc:1562392]"
"72",114638,"A0A0G2JXZ4","ENSRNOG00000045838","Hps1","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:RGD Symbol;Acc:69193]"
"73",114638,"Q99MK6","ENSRNOG00000045838","Hps1","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:RGD Symbol;Acc:69193]"
"74",NA,"","ENSRNOG00000042867","LOC688801","hypothetical protein LOC688801 [Source:RGD Symbol;Acc:1584165]"
"75",266606,"Q68G38","ENSRNOG00000006894","Tor1a","torsin family 1, member A [Source:RGD Symbol;Acc:628863]"
"76",257645,"","ENSRNOG00000001795","Itgb5","integrin subunit beta 5 [Source:RGD Symbol;Acc:628869]"
"77",NA,"","ENSRNOG00000062057","AABR07029958.2",""
"78",311855,"A0A096MJX5","ENSRNOG00000007532","RGD1305178","similar to Hypothetical protein MGC11690 [Source:RGD Symbol;Acc:1305178]"
"79",311855,"D3ZKZ0","ENSRNOG00000007532","RGD1305178","similar to Hypothetical protein MGC11690 [Source:RGD Symbol;Acc:1305178]"
"80",NA,"","ENSRNOG00000061408","AC096317.4",""
"81",290484,"","ENSRNOG00000008671","AABR07019383.1",""
"82",NA,"","ENSRNOG00000061943","AC127784.2",""
"83",NA,"","ENSRNOG00000062195","AABR07040770.1",""
"84",NA,"","ENSRNOG00000046720","AABR07024442.1",""
"85",NA,"","ENSRNOG00000038099","AABR07039116.1",""
"86",294207,"Q6MFY6","ENSRNOG00000000780","Ppp1r11","protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:RGD Symbol;Acc:1303163]"
"87",282844,"Q8CIN9","ENSRNOG00000007596","Rffl","ring finger and FYVE-like domain containing E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:727916]"
"88",171072,"","ENSRNOG00000040215","LOC100910526","sulfotransferase 1C2-like [Source:RGD Symbol;Acc:6497849]"
"89",171387,"Q920M2","ENSRNOG00000000781","Rnf39","ring finger protein 39 [Source:RGD Symbol;Acc:628854]"
"90",100302372,"","ENSRNOG00000049537","AABR07021544.1",""
"91",NA,"","ENSRNOG00000051338","AABR07039118.1",""
"92",315907,"","ENSRNOG00000008880","Nrk","Nik related kinase [Source:RGD Symbol;Acc:1566163]"
"93",NA,"","ENSRNOG00000050746","AABR07024463.1",""
"94",290875,"Q4V884","ENSRNOG00000017536","Cdc16","cell division cycle 16 [Source:RGD Symbol;Acc:1305076]"
"95",306226,"","ENSRNOG00000025408","Duxbl1","double homeobox B-like 1 [Source:RGD Symbol;Acc:1311053]"
"96",303369,"Q5U2M4","ENSRNOG00000021815","Lig3","DNA ligase 3 [Source:RGD Symbol;Acc:1309875]"
"97",315139,"A0A0U1RRU5","ENSRNOG00000017285","Tab1","TGF-beta activated kinase 1/MAP3K7 binding protein 1 [Source:RGD Symbol;Acc:1306216]"
"98",171072,"","ENSRNOG00000050885","Sult1c2","sulfotransferase family 1C member 2 [Source:RGD Symbol;Acc:621064]"
"99",100910526,"","ENSRNOG00000050885","Sult1c2","sulfotransferase family 1C member 2 [Source:RGD Symbol;Acc:621064]"
"100",114515,"Q9QX69","ENSRNOG00000013557","Lancl1","LanC like 1 [Source:RGD Symbol;Acc:69416]"
"101",NA,"","ENSRNOG00000006829","AABR07052125.1",""
"102",294287,"Q5XI49","ENSRNOG00000000480","Phf1","PHD finger protein 1 [Source:RGD Symbol;Acc:1303205]"
"103",294287,"Q6MGC9","ENSRNOG00000000480","Phf1","PHD finger protein 1 [Source:RGD Symbol;Acc:1303205]"
"104",680270,"","ENSRNOG00000052220","Ccdc83","coiled-coil domain containing 83 [Source:RGD Symbol;Acc:1594161]"
"105",304280,"","ENSRNOG00000025235","Tmem130","transmembrane protein 130 [Source:RGD Symbol;Acc:1563248]"
"106",252915,"G3V842","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"107",252915,"A0A096MKB0","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"108",252915,"G3V831","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"109",361208,"G3V842","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"110",361208,"A0A096MKB0","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"111",361208,"G3V831","ENSRNOG00000016539","Rab24","RAB24, member RAS oncogene family [Source:RGD Symbol;Acc:1309112]"
"112",60590,"","ENSRNOG00000021468","Grm8","glutamate metabotropic receptor 8 [Source:RGD Symbol;Acc:619858]"
"113",306165,"G3V799","ENSRNOG00000009766","Gpr180","G protein-coupled receptor 180 [Source:RGD Symbol;Acc:1359193]"
"114",290995,"Q5M829","ENSRNOG00000016410","Prelid1","PRELI domain containing 1 [Source:RGD Symbol;Acc:1308082]"
"115",NA,"","ENSRNOG00000051139","AABR07021545.1",""
"116",304913,"","ENSRNOG00000002548","Tnn","tenascin N [Source:RGD Symbol;Acc:1306002]"
"117",NA,"","ENSRNOG00000062239","AABR07040780.1",""
"118",308113,"Q5SGD7","ENSRNOG00000018052","Cnksr3","Cnksr family member 3 [Source:RGD Symbol;Acc:1307544]"
"119",502042,"","ENSRNOG00000025433","AABR07024534.1",""
"120",207126,"","ENSRNOG00000001794","Muc13","mucin 13, cell surface associated [Source:RGD Symbol;Acc:708547]"
"121",NA,"","ENSRNOG00000011067","AABR07040782.1",""
"122",NA,"","ENSRNOG00000051025","AABR07021546.1",""
"123",81806,"","ENSRNOG00000011081","Serpina7","serpin family A member 7 [Source:RGD Symbol;Acc:619833]"
"124",501084,"","ENSRNOG00000040195","RGD1559960","similar to Sulfotransferase K1 (rSULT1C2) [Source:RGD Symbol;Acc:1559960]"
"125",309593,"Q6MG06","ENSRNOG00000000798","Gnl1","G protein nucleolar 1 [Source:RGD Symbol;Acc:1303051]"
"126",309459,"A0A096MJM7","ENSRNOG00000020339","Neurl1","neuralized E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1307021]"
"127",309459,"D3ZZE6","ENSRNOG00000020339","Neurl1","neuralized E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1307021]"
"128",363476,"Q4QQU5","ENSRNOG00000006642","Yipf6","Yip1 domain family, member 6 [Source:RGD Symbol;Acc:1566154]"
"129",290529,"Q5U220","ENSRNOG00000011276","Tmem254","transmembrane protein 254 [Source:RGD Symbol;Acc:1305689]"
"130",289453,"Q4KM08","ENSRNOG00000030216","Abcg3l1","ATP-binding cassette, subfamily G (WHITE), member 3-like 1 [Source:RGD Symbol;Acc:1303294]"
"131",300920,"D4A386","ENSRNOG00000054495","Cldn2","claudin 2 [Source:RGD Symbol;Acc:1560247]"
"132",313840,"Q498D5","ENSRNOG00000006082","Rmdn2","regulator of microtubule dynamics 2 [Source:RGD Symbol;Acc:1559836]"
"133",NA,"","ENSRNOG00000052173","AABR07008439.1",""
"134",NA,"","ENSRNOG00000062213","AABR07066340.1",""
"135",NA,"","ENSRNOG00000062200","AABR07066339.2",""
"136",450235,"","ENSRNOG00000050325","Adgre4","adhesion G protein-coupled receptor E4 [Source:RGD Symbol;Acc:1359641]"
"137",117050,"P51646","ENSRNOG00000006839","Arl5a","ADP-ribosylation factor like GTPase 5A [Source:RGD Symbol;Acc:621327]"
"138",NA,"","ENSRNOG00000062296","AABR07037406.1",""
"139",114846,"A0A096MJ04","ENSRNOG00000028746","Gsto1","glutathione S-transferase omega 1 [Source:RGD Symbol;Acc:70952]"
"140",114846,"Q6AXR6","ENSRNOG00000028746","Gsto1","glutathione S-transferase omega 1 [Source:RGD Symbol;Acc:70952]"
"141",498096,"","ENSRNOG00000024960","Smco1","single-pass membrane protein with coiled-coil domains 1 [Source:RGD Symbol;Acc:1562500]"
"142",100911042,"","ENSRNOG00000024960","Smco1","single-pass membrane protein with coiled-coil domains 1 [Source:RGD Symbol;Acc:1562500]"
"143",500057,"D3ZPQ4","ENSRNOG00000007662","Zfp800","zinc finger protein 800 [Source:RGD Symbol;Acc:1560157]"
"144",309465,"B6DYQ6","ENSRNOG00000012801","Gsto2","glutathione S-transferase omega 2 [Source:RGD Symbol;Acc:1310764]"
"145",309465,"Q6AXV9","ENSRNOG00000012801","Gsto2","glutathione S-transferase omega 2 [Source:RGD Symbol;Acc:1310764]"
"146",29582,"Q02527","ENSRNOG00000017434","Mgat3","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:RGD Symbol;Acc:3084]"
"147",311856,"D3ZLQ8","ENSRNOG00000007710","Usp20","ubiquitin specific peptidase 20 [Source:RGD Symbol;Acc:1305621]"
"148",293152,"P20974","ENSRNOG00000019687","Art2b","ADP-ribosyltransferase 2b [Source:RGD Symbol;Acc:3521]"
"149",303300,"","ENSRNOG00000002669","Cluh","clustered mitochondria homolog [Source:RGD Symbol;Acc:1307222]"
"150",315914,"B0BNJ3","ENSRNOG00000060846","Morc4","MORC family CW-type zinc finger 4 [Source:RGD Symbol;Acc:1559905]"
"151",304176,"","ENSRNOG00000000720","MGC95208","similar to 4930453N24Rik protein [Source:RGD Symbol;Acc:1359320]"
"152",NA,"","ENSRNOG00000061994","AABR07029958.1",""
"153",450227,"","ENSRNOG00000062230","AABR07030502.1",""
"154",361105,"","ENSRNOG00000011263","Plac9","placenta-specific 9 [Source:RGD Symbol;Acc:1306662]"
"155",361176,"Q5I0C8","ENSRNOG00000017397","Upf3a","UPF3A, regulator of nonsense mediated mRNA decay [Source:RGD Symbol;Acc:1308778]"
"156",266706,"A4GG66","ENSRNOG00000048838","Gjc1","gap junction protein, gamma 1 [Source:RGD Symbol;Acc:628889]"
"157",NA,"","ENSRNOG00000025480","AC135142.1",""
"158",294288,"G3V616","ENSRNOG00000000481","Cuta","cutA divalent cation tolerance homolog [Source:RGD Symbol;Acc:1303306]"
"159",294288,"A0A0G2JT00","ENSRNOG00000000481","Cuta","cutA divalent cation tolerance homolog [Source:RGD Symbol;Acc:1303306]"
"160",290485,"A0A0G2JWU2","ENSRNOG00000010085","Cldn10","claudin 10 [Source:RGD Symbol;Acc:1308027]"
"161",290485,"G3V7A9","ENSRNOG00000010085","Cldn10","claudin 10 [Source:RGD Symbol;Acc:1308027]"
"162",NA,"","ENSRNOG00000058072","LOC102554813","uncharacterized LOC102554813 [Source:RGD Symbol;Acc:7513962]"
"163",353256,"Q5U2Y1","ENSRNOG00000001479","Gtf2i","general transcription factor II I [Source:RGD Symbol;Acc:727961]"
"164",NA,"","ENSRNOG00000046790","AABR07040887.1",""
"165",NA,"","ENSRNOG00000051232","Gbe1","1,4-alpha-glucan-branching enzyme  [Source:UniProtKB/Swiss-Prot;Acc:Q9D6Y9]"
"166",288475,"","ENSRNOG00000001006","Nptx2","neuronal pentraxin 2 [Source:RGD Symbol;Acc:1309447]"
"167",294208,"D3ZN56","ENSRNOG00000021518","Trim31","tripartite motif-containing 31 [Source:RGD Symbol;Acc:1308607]"
"168",315141,"Q5XIS8","ENSRNOG00000017553","Mief1","mitochondrial elongation factor 1 [Source:RGD Symbol;Acc:1359173]"
"169",306790,"","ENSRNOG00000013679","Sema4d","semaphorin 4D [Source:RGD Symbol;Acc:1310554]"
"170",680266,"","ENSRNOG00000001891","Gnb1l","G protein subunit beta 1 like [Source:RGD Symbol;Acc:1594165]"
"171",NA,"","ENSRNOG00000062011","AABR07058511.2",""
"172",365699,"Q1HCL7","ENSRNOG00000054157","Nadk2","NAD kinase 2, mitochondrial [Source:RGD Symbol;Acc:1306809]"
"173",290527,"Q5XI77","ENSRNOG00000010984","Anxa11","annexin A11 [Source:RGD Symbol;Acc:1309911]"
"174",NA,"","ENSRNOG00000051073","AABR07040953.1",""
"175",312113,"","ENSRNOG00000033883","Stard8","StAR-related lipid transfer domain containing 8 [Source:RGD Symbol;Acc:1560770]"
"176",300284,"A0A0A6YYD7","ENSRNOG00000005753","LOC108349244","putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 [Source:RGD Symbol;Acc:11453602]"
"177",300284,"Q5I0K7","ENSRNOG00000005753","LOC108349244","putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 [Source:RGD Symbol;Acc:11453602]"
"178",NA,"","ENSRNOG00000062219","AABR07066348.1",""
"179",364680,"D3ZA67","ENSRNOG00000016915","Barx1","BARX homeobox 1 [Source:RGD Symbol;Acc:1310884]"
"180",NA,"","ENSRNOG00000062226","AABR07037407.1",""
"181",NA,"","ENSRNOG00000051149","AC122631.1",""
"182",NA,"","ENSRNOG00000046104","AABR07066416.2",""
"183",NA,"","ENSRNOG00000051107","AABR07012786.1",""
"184",680885,"D4A9X2","ENSRNOG00000039749","LOC680885","hypothetical protein LOC680885 [Source:RGD Symbol;Acc:1586999]"
"185",NA,"","ENSRNOG00000009382","AABR07052486.1",""
"186",NA,"","ENSRNOG00000053896","AABR07066690.1",""
"187",289143,"B2RYT4","ENSRNOG00000002569","Mrps14","mitochondrial ribosomal protein S14 [Source:RGD Symbol;Acc:1309432]"
"188",311118,"","ENSRNOG00000009300","LOC103690017","serine/threonine-protein kinase tousled-like 1 [Source:RGD Symbol;Acc:9355222]"
"189",103690017,"","ENSRNOG00000009300","LOC103690017","serine/threonine-protein kinase tousled-like 1 [Source:RGD Symbol;Acc:9355222]"
"190",25135,"Q5U328","ENSRNOG00000018273","Ncl","nucleolin [Source:RGD Symbol;Acc:3153]"
"191",NA,"","ENSRNOG00000051136","AABR07040951.1",""
"192",NA,"","ENSRNOG00000050993","AABR07026534.1",""
"193",102553148,"","ENSRNOG00000053565","Cfap58","cilia and flagella associated protein 58 [Source:RGD Symbol;Acc:1307961]"
"194",691223,"D3ZM79","ENSRNOG00000016842","Pifo","primary cilia formation [Source:RGD Symbol;Acc:1586282]"
"195",NA,"","ENSRNOG00000026873","AC136588.1",""
"196",84409,"","ENSRNOG00000029598","Robo2","roundabout guidance receptor 2 [Source:RGD Symbol;Acc:620167]"
"197",NA,"","ENSRNOG00000007658","AC103101.1",""
"198",497840,"P07756","ENSRNOG00000013704","Cps1","carbamoyl-phosphate synthase 1 [Source:RGD Symbol;Acc:2395]"
"199",NA,"","ENSRNOG00000023879","AABR07039133.1",""
"200",NA,"","ENSRNOG00000017030","Arid1b","AT-rich interaction domain 1B [Source:RGD Symbol;Acc:708504]"
"201",NA,"","ENSRNOG00000062062","AABR07035380.2",""
"202",192117,"","ENSRNOG00000000483","Syngap1","synaptic Ras GTPase activating protein 1 [Source:RGD Symbol;Acc:621090]"
"203",25353,"P08721","ENSRNOG00000043451","Spp1","secreted phosphoprotein 1 [Source:RGD Symbol;Acc:3752]"
"204",65038,"","ENSRNOG00000019730","Inppl1","inositol polyphosphate phosphatase-like 1 [Source:RGD Symbol;Acc:68396]"
"205",103689943,"A0A096P6L2","ENSRNOG00000002314","LOC103689943","meiosis arrest female protein 1-like [Source:RGD Symbol;Acc:9219913]"
"206",25426,"","ENSRNOG00000040287","Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:RGD Symbol;Acc:2460]"
"207",NA,"","ENSRNOG00000061999","AABR07035380.1",""
"208",365528,"Q6MFY8","ENSRNOG00000000783","Trim40","tripartite motif-containing 40 [Source:RGD Symbol;Acc:1359645]"
"209",NA,"","ENSRNOG00000030988","AC136588.2",""
"210",NA,"","ENSRNOG00000046319","AABR07000046.1",""
"211",287738,"D3Z9L2","ENSRNOG00000002814","Higd1b","HIG1 hypoxia inducible domain family, member 1B [Source:RGD Symbol;Acc:1306907]"
"212",301225,"M0R615","ENSRNOG00000046601","Unc5cl","unc-5 family C-terminal like [Source:RGD Symbol;Acc:1587368]"
"213",310448,"G3V7S1","ENSRNOG00000013917","Igsf10","immunoglobulin superfamily, member 10 [Source:RGD Symbol;Acc:735030]"
"214",NA,"","ENSRNOG00000025217","AABR07035383.1",""
"215",309465,"B6DYQ6","ENSRNOG00000049964","LOC103690044","glutathione S-transferase omega-2 [Source:RGD Symbol;Acc:9449876]"
"216",309465,"Q6AXV9","ENSRNOG00000049964","LOC103690044","glutathione S-transferase omega-2 [Source:RGD Symbol;Acc:9449876]"
"217",103690044,"B6DYQ6","ENSRNOG00000049964","LOC103690044","glutathione S-transferase omega-2 [Source:RGD Symbol;Acc:9449876]"
"218",103690044,"Q6AXV9","ENSRNOG00000049964","LOC103690044","glutathione S-transferase omega-2 [Source:RGD Symbol;Acc:9449876]"
"219",79255,"B0BMW3","ENSRNOG00000017801","Atf4","activating transcription factor 4 [Source:RGD Symbol;Acc:621863]"
"220",79255,"Q9ES19","ENSRNOG00000017801","Atf4","activating transcription factor 4 [Source:RGD Symbol;Acc:621863]"
"221",364475,"","ENSRNOG00000010311","Dzip1","DAZ interacting zinc finger protein 1 [Source:RGD Symbol;Acc:1307701]"
"222",100912218,"","ENSRNOG00000046036","LOC100912218","inositol 1,4,5-trisphosphate receptor-interacting protein-like [Source:RGD Symbol;Acc:6488464]"
"223",290567,"","ENSRNOG00000025012","Chat","choline O-acetyltransferase [Source:RGD Symbol;Acc:1304627]"
"224",NA,"","ENSRNOG00000038970","AABR07037410.1",""
"225",25186,"Q6P7B6","ENSRNOG00000006877","Efnb1","ephrin B1 [Source:RGD Symbol;Acc:2540]"
"226",60422,"A0A1B0GWU4","ENSRNOG00000062141","Slc18a3","solute carrier family 18 member A3 [Source:RGD Symbol;Acc:62072]"
"227",NA,"","ENSRNOG00000056541","AC108572.4",""
"228",309467,"","ENSRNOG00000049596","Cfap58l1","cilia and flagella associated protein 58-like 1 [Source:RGD Symbol;Acc:7656374]"
"229",306607,"","ENSRNOG00000019346","LOC103693999","transmembrane and coiled-coil domain-containing protein 3 [Source:RGD Symbol;Acc:9333008]"
"230",103693999,"","ENSRNOG00000019346","LOC103693999","transmembrane and coiled-coil domain-containing protein 3 [Source:RGD Symbol;Acc:9333008]"
"231",192348,"","ENSRNOG00000008258","Fnbp1","formin binding protein 1 [Source:RGD Symbol;Acc:621350]"
"232",25701,"Q642D1","ENSRNOG00000034078","Mxi1","MAX interactor 1, dimerization protein [Source:RGD Symbol;Acc:3128]"
"233",25701,"A0A096MJ60","ENSRNOG00000034078","Mxi1","MAX interactor 1, dimerization protein [Source:RGD Symbol;Acc:3128]"
"234",25701,"A0A096MJ49","ENSRNOG00000034078","Mxi1","MAX interactor 1, dimerization protein [Source:RGD Symbol;Acc:3128]"
"235",500069,"A0A096MJP4","ENSRNOG00000010950","Cep41","centrosomal protein 41 [Source:RGD Symbol;Acc:1562034]"
"236",500069,"Q4KM37","ENSRNOG00000010950","Cep41","centrosomal protein 41 [Source:RGD Symbol;Acc:1562034]"
"237",252834,"Q6HA10","ENSRNOG00000007810","Gdf6","growth differentiation factor 6 [Source:RGD Symbol;Acc:620104]"
"238",316304,"Q7TT51","ENSRNOG00000012205","Lgsn","lengsin, lens protein with glutamine synthetase domain [Source:RGD Symbol;Acc:727925]"
"239",NA,"","ENSRNOG00000062281","AABR07030514.2",""
"240",NA,"","ENSRNOG00000062197","AABR07030514.1",""
"241",498143,"","ENSRNOG00000025212","RGD1565131","similar to ribosomal protein L15 [Source:RGD Symbol;Acc:1565131]"
"242",294289,"Q6MGD2","ENSRNOG00000026799","Zbtb9","zinc finger and BTB domain containing 9 [Source:RGD Symbol;Acc:1303050]"
"243",287739,"","ENSRNOG00000002818","Eftud2","elongation factor Tu GTP binding domain containing 2 [Source:RGD Symbol;Acc:1560116]"
"244",NA,"","ENSRNOG00000052369","AC108572.1",""
"245",29721,"G3V7H8","ENSRNOG00000011015","Hivep2","human immunodeficiency virus type I enhancer binding protein 2 [Source:RGD Symbol;Acc:61988]"
"246",NA,"","ENSRNOG00000056189","AABR07044364.2",""
"247",116502,"Q9JK59","ENSRNOG00000000485","Bak1","BCL2-antagonist/killer 1 [Source:RGD Symbol;Acc:621635]"
